unit_id,date,shift_start,shift_end,planned_people,overtime_allowed
U002129,2025-11-30,06:00,14:00,18,False
U002130,2025-12-04,06:00,14:00,7,False
U002131,2025-11-17,06:00,14:00,12,True
U002132,2025-12-05,22:00,06:00,10,False
U002133,2025-11-15,14:00,22:00,9,False
U002134,2025-12-07,22:00,06:00,11,True
U002135,2025-11-16,22:00,06:00,18,False
U002136,2025-11-26,22:00,06:00,15,False
U002137,2025-11-24,22:00,06:00,17,False
U002138,2025-12-06,14:00,22:00,14,False
U002139,2025-12-06,22:00,06:00,7,True
U002140,2025-11-17,14:00,22:00,8,False
U002141,2025-11-27,14:00,22:00,14,False
U002142,2025-11-21,22:00,06:00,6,False
U002143,2025-12-01,14:00,22:00,19,True
U002144,2025-11-24,06:00,14:00,3,False
U002145,2025-12-03,22:00,06:00,15,False
U002146,2025-12-12,06:00,14:00,10,False
U002147,2025-11-26,14:00,22:00,3,False
U002148,2025-12-07,22:00,06:00,7,True
U002149,2025-12-01,22:00,06:00,12,True
U002150,2025-12-01,06:00,14:00,8,False
U002151,2025-11-24,06:00,14:00,11,False
U002152,2025-12-12,14:00,22:00,11,False
U002153,2025-11-23,22:00,06:00,9,False
U002154,2025-12-08,06:00,14:00,2,False
U002155,2025-12-08,14:00,22:00,12,True
U002156,2025-11-30,22:00,06:00,11,False
U002157,2025-12-04,14:00,22:00,5,False
U002158,2025-11-21,06:00,14:00,15,False
U002159,2025-12-02,06:00,14:00,3,False
U002160,2025-12-09,14:00,22:00,17,True
U002161,2025-12-05,22:00,06:00,8,False
U002162,2025-12-09,14:00,22:00,4,True
U002163,2025-12-06,06:00,14:00,5,False
U002164,2025-11-15,14:00,22:00,12,False
U002165,2025-11-23,22:00,06:00,4,True
U002166,2025-11-28,22:00,06:00,2,False
U002167,2025-11-17,06:00,14:00,17,False
U002168,2025-11-26,14:00,22:00,17,True
U002169,2025-11-17,22:00,06:00,6,True
U002170,2025-12-07,22:00,06:00,10,False
U002171,2025-11-19,06:00,14:00,8,False
U002172,2025-11-17,06:00,14:00,4,False
U002173,2025-11-21,22:00,06:00,12,False
U002174,2025-12-05,22:00,06:00,7,False
U002175,2025-11-24,22:00,06:00,10,False
U002176,2025-12-11,06:00,14:00,6,False
U002177,2025-12-06,14:00,22:00,5,False
U002178,2025-11-14,22:00,06:00,3,False
U002179,2025-11-22,22:00,06:00,5,True
U002180,2025-11-26,06:00,14:00,8,False
U002181,2025-12-11,06:00,14:00,9,True
U002182,2025-11-17,06:00,14:00,18,True
U002183,2025-11-28,14:00,22:00,16,False
U002184,2025-12-13,06:00,14:00,8,False
U002185,2025-12-09,22:00,06:00,9,True
U002186,2025-12-05,14:00,22:00,6,False
U002187,2025-11-15,06:00,14:00,11,False
U002188,2025-11-24,06:00,14:00,16,False
U002189,2025-12-02,22:00,06:00,6,False
U002190,2025-11-20,14:00,22:00,9,False
U002191,2025-12-12,06:00,14:00,2,False
U002192,2025-12-07,22:00,06:00,11,False
U002193,2025-11-18,14:00,22:00,6,False
U002194,2025-12-03,14:00,22:00,13,True
U002195,2025-11-27,06:00,14:00,9,True
U002196,2025-11-29,14:00,22:00,11,True
U002197,2025-12-04,06:00,14:00,17,False
U002198,2025-12-11,14:00,22:00,17,False
U002199,2025-11-17,22:00,06:00,18,False
U002200,2025-12-03,22:00,06:00,16,False
U002201,2025-11-21,06:00,14:00,4,False
U002202,2025-12-10,22:00,06:00,10,False
U002203,2025-11-15,14:00,22:00,11,True
U002204,2025-11-17,14:00,22:00,7,False
U002205,2025-11-25,06:00,14:00,12,True
U002206,2025-11-14,14:00,22:00,4,False
U002207,2025-11-16,06:00,14:00,18,True
U002208,2025-11-14,06:00,14:00,14,False
U002209,2025-11-20,06:00,14:00,3,False
U002210,2025-12-08,22:00,06:00,7,True
U002211,2025-11-15,22:00,06:00,19,False
U002212,2025-11-22,06:00,14:00,4,True
U002213,2025-12-06,22:00,06:00,8,False
U002214,2025-11-23,06:00,14:00,15,False
U002215,2025-11-26,06:00,14:00,9,True
U002216,2025-11-30,22:00,06:00,12,False
U002217,2025-11-25,06:00,14:00,7,False
U002218,2025-12-12,22:00,06:00,21,False
U002219,2025-12-08,06:00,14:00,7,False
U002220,2025-12-13,14:00,22:00,14,False
U002221,2025-11-17,06:00,14:00,13,True
U002222,2025-11-25,06:00,14:00,10,False
U002223,2025-11-30,14:00,22:00,3,False
U002224,2025-11-20,14:00,22:00,6,False
U002225,2025-12-02,14:00,22:00,9,False
U002226,2025-11-18,14:00,22:00,17,False
U002227,2025-11-27,06:00,14:00,11,False
U002228,2025-11-20,06:00,14:00,10,True
U002229,2025-11-20,14:00,22:00,9,False
U002230,2025-11-25,22:00,06:00,10,False
U002231,2025-11-17,06:00,14:00,9,False
U002232,2025-11-24,14:00,22:00,18,False
U002233,2025-12-08,22:00,06:00,21,False
U002234,2025-12-12,14:00,22:00,4,False
U002235,2025-11-24,06:00,14:00,12,True
U002236,2025-11-16,14:00,22:00,3,True
U002237,2025-12-05,06:00,14:00,2,False
U002238,2025-12-05,22:00,06:00,12,True
U002239,2025-12-04,22:00,06:00,21,False
U002240,2025-12-08,14:00,22:00,4,False
U002241,2025-12-01,14:00,22:00,15,True
U002242,2025-11-28,14:00,22:00,21,True
U002243,2025-11-28,22:00,06:00,12,False
U002244,2025-12-07,14:00,22:00,8,False
U002245,2025-11-28,22:00,06:00,9,True
U002246,2025-12-02,22:00,06:00,4,True
U002247,2025-12-07,06:00,14:00,14,False
U002248,2025-12-04,06:00,14:00,15,False
U002249,2025-12-07,14:00,22:00,3,False
U002250,2025-11-20,14:00,22:00,24,False
U002251,2025-11-17,06:00,14:00,5,False
U002252,2025-11-29,06:00,14:00,10,False
U002253,2025-11-22,14:00,22:00,9,True
U002254,2025-12-10,22:00,06:00,12,False
U002255,2025-11-15,22:00,06:00,9,False
U002256,2025-12-01,14:00,22:00,12,False
U002257,2025-12-01,06:00,14:00,12,False
U002258,2025-11-22,22:00,06:00,7,False
U002259,2025-12-04,14:00,22:00,10,False
U002260,2025-12-07,06:00,14:00,6,False
U002261,2025-12-03,06:00,14:00,6,False
U002262,2025-11-26,22:00,06:00,4,False
U002263,2025-12-06,22:00,06:00,14,False
U002264,2025-12-10,14:00,22:00,12,False
U002265,2025-12-05,22:00,06:00,6,False
U002266,2025-11-22,06:00,14:00,9,False
U002267,2025-11-24,22:00,06:00,14,False
U002268,2025-11-24,22:00,06:00,10,False
U002269,2025-11-15,22:00,06:00,13,False
U002270,2025-12-13,14:00,22:00,7,True
U002271,2025-12-09,06:00,14:00,22,False
U002272,2025-12-05,22:00,06:00,9,False
U002273,2025-11-15,14:00,22:00,3,True
U002274,2025-12-07,06:00,14:00,12,False
U002275,2025-11-26,06:00,14:00,3,False
U002276,2025-11-26,22:00,06:00,16,False
U002277,2025-11-29,06:00,14:00,5,True
U002278,2025-12-12,14:00,22:00,10,False
U002279,2025-12-08,22:00,06:00,9,True
U002280,2025-12-09,22:00,06:00,12,False
U002281,2025-11-22,06:00,14:00,5,False
U002282,2025-11-17,14:00,22:00,8,True
U002283,2025-11-30,14:00,22:00,11,False
U002284,2025-11-28,14:00,22:00,6,True
U002285,2025-11-26,06:00,14:00,12,False
U002286,2025-12-09,22:00,06:00,16,False
U002287,2025-12-05,06:00,14:00,11,True
U002288,2025-12-08,14:00,22:00,12,True
U002289,2025-11-26,14:00,22:00,6,False
U002290,2025-11-25,22:00,06:00,3,False
U002291,2025-12-05,14:00,22:00,23,False
U002292,2025-12-06,22:00,06:00,4,False
U002293,2025-11-20,22:00,06:00,12,False
U002294,2025-11-27,22:00,06:00,14,False
U002295,2025-12-03,14:00,22:00,8,False
U002296,2025-12-13,22:00,06:00,11,False
U002297,2025-12-07,06:00,14:00,3,False
U002298,2025-12-01,22:00,06:00,6,True
U002299,2025-12-07,14:00,22:00,3,False
U002300,2025-12-11,06:00,14:00,15,False
U002301,2025-11-15,06:00,14:00,4,True
U002302,2025-11-25,06:00,14:00,19,False
U002303,2025-11-22,14:00,22:00,10,False
U002304,2025-12-10,14:00,22:00,11,False
U002305,2025-12-10,22:00,06:00,3,True
U002306,2025-12-10,22:00,06:00,9,False
U002307,2025-11-22,14:00,22:00,15,True
U002308,2025-11-19,14:00,22:00,23,False
U002309,2025-11-30,14:00,22:00,17,False
U002310,2025-12-10,06:00,14:00,14,False
U002311,2025-11-18,06:00,14:00,5,True
U002312,2025-11-21,22:00,06:00,3,False
U002313,2025-11-14,06:00,14:00,3,False
U002314,2025-11-16,14:00,22:00,11,True
U002315,2025-11-27,22:00,06:00,11,True
U002316,2025-12-07,06:00,14:00,5,True
U002317,2025-12-02,22:00,06:00,4,False
U002318,2025-11-24,06:00,14:00,7,True
U002319,2025-11-30,22:00,06:00,8,True
U002320,2025-11-27,22:00,06:00,14,True
U002321,2025-11-26,22:00,06:00,9,True
U002322,2025-11-25,06:00,14:00,11,False
U002323,2025-11-17,06:00,14:00,7,True
U002324,2025-12-11,14:00,22:00,19,False
U002325,2025-12-02,06:00,14:00,13,True
U002326,2025-11-17,06:00,14:00,7,False
U002327,2025-11-18,22:00,06:00,4,False
U002328,2025-12-02,06:00,14:00,11,False
U002329,2025-12-02,22:00,06:00,19,False
U002330,2025-12-06,06:00,14:00,2,False
U002331,2025-11-27,14:00,22:00,9,False
U002332,2025-12-05,22:00,06:00,13,False
U002333,2025-11-28,14:00,22:00,9,False
U002334,2025-11-15,22:00,06:00,11,False
U002335,2025-11-29,22:00,06:00,10,False
U002336,2025-11-22,14:00,22:00,5,False
U002337,2025-11-20,22:00,06:00,17,False
U002338,2025-12-07,22:00,06:00,18,True
U002339,2025-12-07,06:00,14:00,9,False
U002340,2025-12-06,22:00,06:00,17,False
U002341,2025-11-25,06:00,14:00,13,False
U002342,2025-12-03,06:00,14:00,19,False
U002343,2025-12-06,22:00,06:00,10,False
U002344,2025-12-10,22:00,06:00,12,False
U002345,2025-12-06,22:00,06:00,21,True
U002346,2025-12-04,22:00,06:00,13,False
U002347,2025-11-30,22:00,06:00,2,False
U002348,2025-12-11,06:00,14:00,3,True
U002349,2025-11-19,06:00,14:00,12,True
U002350,2025-12-12,14:00,22:00,9,False
U002351,2025-11-23,06:00,14:00,10,False
U002352,2025-11-16,22:00,06:00,2,False
U002353,2025-12-06,14:00,22:00,17,False
U002354,2025-12-01,22:00,06:00,16,False
U002355,2025-11-15,22:00,06:00,3,True
U002356,2025-11-23,22:00,06:00,10,True
U002357,2025-11-20,06:00,14:00,10,False
U002358,2025-12-06,14:00,22:00,14,False
U002359,2025-11-16,14:00,22:00,23,False
U002360,2025-12-11,14:00,22:00,4,False
U002361,2025-11-28,22:00,06:00,18,True
U002362,2025-12-13,06:00,14:00,19,False
U002363,2025-12-09,22:00,06:00,6,True
U002364,2025-11-17,14:00,22:00,19,False
U002365,2025-12-02,06:00,14:00,5,False
U002366,2025-12-11,14:00,22:00,6,True
U002367,2025-11-18,22:00,06:00,12,False
U002368,2025-11-28,06:00,14:00,10,True
U002369,2025-11-28,22:00,06:00,5,False
U002370,2025-12-02,14:00,22:00,4,False
U002371,2025-11-27,14:00,22:00,16,True
U002372,2025-11-19,06:00,14:00,12,True
U002373,2025-11-29,14:00,22:00,5,True
U002374,2025-12-02,14:00,22:00,9,False
U002375,2025-11-30,14:00,22:00,12,False
U002376,2025-12-01,06:00,14:00,8,False
U002377,2025-11-26,14:00,22:00,8,False
U002378,2025-11-15,14:00,22:00,4,False
U002379,2025-11-17,14:00,22:00,9,False
U002380,2025-12-12,14:00,22:00,15,False
U002381,2025-11-21,06:00,14:00,2,False
U002382,2025-12-01,14:00,22:00,17,True
U002383,2025-11-16,14:00,22:00,17,False
U002384,2025-12-01,14:00,22:00,19,False
U002385,2025-11-15,22:00,06:00,6,False
U002386,2025-12-01,22:00,06:00,16,False
U002387,2025-12-13,14:00,22:00,13,False
U002388,2025-12-07,06:00,14:00,11,False
U002389,2025-11-20,06:00,14:00,10,False
U002390,2025-11-28,06:00,14:00,20,True
U002391,2025-11-16,06:00,14:00,3,False
U002392,2025-12-08,14:00,22:00,11,False
U002393,2025-11-23,22:00,06:00,8,False
U002394,2025-11-23,14:00,22:00,3,False
U002395,2025-12-01,06:00,14:00,6,True
U002396,2025-11-30,14:00,22:00,19,True
U002397,2025-11-18,22:00,06:00,8,False
U002398,2025-12-04,06:00,14:00,7,True
U002399,2025-12-13,22:00,06:00,14,False
U002400,2025-12-10,06:00,14:00,8,False
U002401,2025-12-07,14:00,22:00,8,True
U002402,2025-11-15,14:00,22:00,11,True
U002403,2025-12-11,06:00,14:00,18,False
U002404,2025-12-03,14:00,22:00,11,False
U002405,2025-12-10,14:00,22:00,7,False
U002406,2025-11-29,06:00,14:00,10,True
U002407,2025-11-14,22:00,06:00,18,False
U002408,2025-11-29,14:00,22:00,16,False
U002409,2025-11-19,14:00,22:00,7,False
U002410,2025-12-10,22:00,06:00,7,False
U002411,2025-11-30,06:00,14:00,5,False
U002412,2025-12-07,14:00,22:00,3,False
U002413,2025-12-07,22:00,06:00,15,False
U002414,2025-11-26,22:00,06:00,11,True
U002415,2025-12-07,14:00,22:00,13,True
U002416,2025-12-12,06:00,14:00,12,False
U002417,2025-12-11,22:00,06:00,5,False
U002418,2025-11-24,14:00,22:00,6,False
U002419,2025-11-25,22:00,06:00,4,False
U002420,2025-12-10,06:00,14:00,14,False
U002421,2025-12-07,22:00,06:00,4,True
U002422,2025-11-23,22:00,06:00,15,False
U002423,2025-11-21,06:00,14:00,24,False
U002424,2025-11-24,06:00,14:00,4,True
U002425,2025-12-02,06:00,14:00,9,False
U002426,2025-12-06,14:00,22:00,4,False
U002427,2025-11-25,14:00,22:00,7,True
U002428,2025-11-15,06:00,14:00,13,False
U002429,2025-12-01,22:00,06:00,7,False
U002430,2025-11-19,06:00,14:00,13,False
U002431,2025-11-23,06:00,14:00,8,True
U002432,2025-12-12,14:00,22:00,21,False
U002433,2025-12-11,22:00,06:00,4,False
U002434,2025-11-14,22:00,06:00,11,False
U002435,2025-11-24,14:00,22:00,7,True
U002436,2025-11-28,22:00,06:00,6,True
U002437,2025-12-03,14:00,22:00,6,False
U002438,2025-12-09,14:00,22:00,7,False
U002439,2025-12-09,06:00,14:00,20,True
U002440,2025-12-10,06:00,14:00,2,False
U002441,2025-11-26,14:00,22:00,5,False
U002442,2025-11-19,14:00,22:00,13,False
U002443,2025-12-07,06:00,14:00,9,False
U002444,2025-11-22,14:00,22:00,18,True
U002445,2025-11-15,06:00,14:00,9,True
U002446,2025-11-22,14:00,22:00,4,False
U002447,2025-12-01,06:00,14:00,9,False
U002448,2025-12-03,14:00,22:00,17,False
U002449,2025-12-02,22:00,06:00,10,False
U002450,2025-12-13,06:00,14:00,9,False
U002451,2025-12-10,22:00,06:00,19,False
U002452,2025-11-20,22:00,06:00,17,True
U002453,2025-12-07,14:00,22:00,18,False
U002454,2025-11-30,06:00,14:00,10,False
U002455,2025-11-24,22:00,06:00,4,False
U002456,2025-11-28,06:00,14:00,17,False
U002457,2025-12-13,06:00,14:00,15,False
U002458,2025-11-16,22:00,06:00,3,False
U002459,2025-11-14,14:00,22:00,7,False
U002460,2025-12-09,06:00,14:00,3,False
U002461,2025-11-22,14:00,22:00,9,False
U002462,2025-12-06,14:00,22:00,12,False
U002463,2025-11-27,22:00,06:00,2,False
U002464,2025-11-14,22:00,06:00,6,False
U002465,2025-11-18,06:00,14:00,2,False
U002466,2025-12-05,22:00,06:00,10,True
U002467,2025-11-30,06:00,14:00,2,True
U002468,2025-12-10,06:00,14:00,19,True
U002469,2025-11-30,22:00,06:00,9,False
U002470,2025-11-29,14:00,22:00,10,False
U002471,2025-12-11,14:00,22:00,21,False
U002472,2025-11-30,22:00,06:00,3,False
U002473,2025-11-20,06:00,14:00,9,False
U002474,2025-11-14,14:00,22:00,10,False
U002475,2025-12-05,14:00,22:00,6,False
U002476,2025-12-09,14:00,22:00,20,True
U002477,2025-11-29,14:00,22:00,6,False
U002478,2025-11-27,22:00,06:00,7,True
U002479,2025-12-04,06:00,14:00,14,False
U002480,2025-11-25,14:00,22:00,18,False
U002481,2025-11-15,06:00,14:00,4,False
U002482,2025-11-29,14:00,22:00,6,False
U002483,2025-11-22,14:00,22:00,14,False
U002484,2025-12-13,14:00,22:00,14,False
U002485,2025-12-04,06:00,14:00,10,False
U002486,2025-11-17,14:00,22:00,7,False
U002487,2025-12-02,22:00,06:00,4,False
U002488,2025-12-03,14:00,22:00,9,False
U002489,2025-11-22,06:00,14:00,10,False
U002490,2025-11-22,06:00,14:00,3,False
U002491,2025-12-12,06:00,14:00,9,False
U002492,2025-12-11,06:00,14:00,16,False
U002493,2025-11-29,06:00,14:00,16,False
U002494,2025-11-23,06:00,14:00,10,True
U002495,2025-11-16,22:00,06:00,4,True
U002496,2025-11-28,22:00,06:00,14,False
U002497,2025-12-02,06:00,14:00,9,True
U002498,2025-11-25,22:00,06:00,13,False
U002499,2025-11-29,06:00,14:00,7,False
U002500,2025-12-12,14:00,22:00,13,False
U002501,2025-12-12,06:00,14:00,14,False
U002502,2025-12-10,22:00,06:00,3,True
U002503,2025-11-14,06:00,14:00,16,True
U002504,2025-12-12,22:00,06:00,18,False
U002505,2025-11-16,06:00,14:00,5,False
U002506,2025-11-22,22:00,06:00,7,True
U002507,2025-12-06,06:00,14:00,5,False
U002508,2025-12-07,14:00,22:00,10,False
U002509,2025-11-20,06:00,14:00,5,False
U002510,2025-11-14,06:00,14:00,3,False
U002511,2025-12-12,22:00,06:00,11,True
U002512,2025-12-03,06:00,14:00,7,True
U002513,2025-12-12,22:00,06:00,7,True
U002514,2025-11-23,22:00,06:00,6,True
U002515,2025-12-09,14:00,22:00,2,False
U002516,2025-11-16,22:00,06:00,5,False
U002517,2025-11-17,14:00,22:00,19,False
U002518,2025-11-24,14:00,22:00,13,False
U002519,2025-12-12,06:00,14:00,3,True
U002520,2025-12-13,06:00,14:00,12,False
U002521,2025-12-02,14:00,22:00,20,False
U002522,2025-11-25,06:00,14:00,3,True
U002523,2025-11-28,06:00,14:00,16,False
U002524,2025-11-20,06:00,14:00,3,False
U002525,2025-11-17,22:00,06:00,21,False
U002526,2025-11-25,14:00,22:00,10,False
U002527,2025-11-22,06:00,14:00,14,False
U002528,2025-11-29,06:00,14:00,18,False
U002529,2025-11-21,14:00,22:00,14,True
U002530,2025-11-22,22:00,06:00,4,False
U002531,2025-12-07,14:00,22:00,20,False
U002532,2025-11-18,22:00,06:00,17,False
U002533,2025-11-23,14:00,22:00,2,False
U002534,2025-11-25,22:00,06:00,11,True
U002535,2025-11-26,06:00,14:00,9,True
U002536,2025-11-26,14:00,22:00,3,False
U002537,2025-11-15,22:00,06:00,12,False
U002538,2025-11-30,14:00,22:00,11,True
U002539,2025-11-22,22:00,06:00,8,False
U002540,2025-12-04,14:00,22:00,8,False
U002541,2025-11-29,22:00,06:00,14,True
U002542,2025-11-24,14:00,22:00,5,False
U002543,2025-12-11,22:00,06:00,7,True
U002544,2025-11-19,22:00,06:00,17,False
U002545,2025-11-21,14:00,22:00,10,False
U002546,2025-12-12,06:00,14:00,7,False
U002547,2025-12-08,22:00,06:00,13,False
U002548,2025-11-27,22:00,06:00,4,True
U002549,2025-12-05,06:00,14:00,21,False
U002550,2025-11-24,06:00,14:00,3,False
U002551,2025-11-30,14:00,22:00,6,False
U002552,2025-11-20,06:00,14:00,7,True
U002553,2025-11-15,06:00,14:00,14,False
U002554,2025-11-17,14:00,22:00,16,False
U002555,2025-11-21,14:00,22:00,10,False
U002556,2025-11-30,22:00,06:00,9,False
U002557,2025-11-24,14:00,22:00,8,False
U002558,2025-12-02,06:00,14:00,18,False
U002559,2025-12-07,22:00,06:00,12,False
U002560,2025-11-20,14:00,22:00,8,True
U002561,2025-11-15,14:00,22:00,7,False
U002562,2025-11-14,22:00,06:00,19,True
U002563,2025-11-17,06:00,14:00,8,False
U002564,2025-11-19,06:00,14:00,11,False
U002565,2025-11-16,14:00,22:00,4,False
U002566,2025-12-05,06:00,14:00,12,False
U002567,2025-12-04,22:00,06:00,17,False
U002568,2025-12-13,06:00,14:00,8,False
U002569,2025-12-04,14:00,22:00,13,False
U002570,2025-12-03,22:00,06:00,7,False
U002571,2025-12-08,14:00,22:00,4,False
U002572,2025-11-17,06:00,14:00,7,True
U002573,2025-12-06,22:00,06:00,20,False
U002574,2025-12-12,14:00,22:00,17,False
U002575,2025-11-18,06:00,14:00,8,True
U002576,2025-11-23,06:00,14:00,10,False
U002577,2025-11-25,14:00,22:00,11,False
U002578,2025-11-21,22:00,06:00,10,True
U002579,2025-11-14,06:00,14:00,12,True
U002580,2025-12-13,06:00,14:00,12,False
U002581,2025-11-15,06:00,14:00,12,False
U002582,2025-11-21,06:00,14:00,9,False
U002583,2025-11-27,14:00,22:00,10,False
U002584,2025-12-08,22:00,06:00,8,True
U002585,2025-11-30,22:00,06:00,18,False
U002586,2025-11-27,14:00,22:00,8,True
U002587,2025-12-07,14:00,22:00,3,False
U002588,2025-11-26,14:00,22:00,15,True
U002589,2025-12-06,22:00,06:00,2,True
U002590,2025-11-14,22:00,06:00,7,True
U002591,2025-11-22,14:00,22:00,13,False
U002592,2025-12-13,14:00,22:00,14,False
U002593,2025-11-26,22:00,06:00,13,False
U002594,2025-12-08,22:00,06:00,5,True
U002595,2025-11-17,06:00,14:00,8,False
U002596,2025-11-30,14:00,22:00,4,False
U002597,2025-11-14,14:00,22:00,4,True
U002598,2025-11-21,06:00,14:00,6,False
U002599,2025-11-16,22:00,06:00,2,False
U002600,2025-12-08,06:00,14:00,15,True
U002601,2025-12-10,14:00,22:00,10,True
U002602,2025-11-14,14:00,22:00,2,False
U002603,2025-12-11,22:00,06:00,10,False
U002604,2025-12-01,06:00,14:00,8,False
U002605,2025-12-02,14:00,22:00,3,False
U002606,2025-11-30,06:00,14:00,16,False
U002607,2025-11-22,22:00,06:00,3,False
U002608,2025-12-07,22:00,06:00,4,False
U002609,2025-11-16,06:00,14:00,7,False
U002610,2025-11-16,06:00,14:00,10,False
U002611,2025-12-09,14:00,22:00,21,False
U002612,2025-11-24,14:00,22:00,11,False
U002613,2025-12-13,06:00,14:00,7,False
U002614,2025-11-22,14:00,22:00,6,False
U002615,2025-11-24,14:00,22:00,4,True
U002616,2025-11-25,14:00,22:00,4,False
U002617,2025-11-17,06:00,14:00,21,False
U002618,2025-11-30,22:00,06:00,13,True
U002619,2025-11-18,06:00,14:00,7,False
U002620,2025-11-17,06:00,14:00,12,True
U002621,2025-12-04,22:00,06:00,4,False
U002622,2025-11-14,22:00,06:00,13,True
U002623,2025-12-05,14:00,22:00,13,True
U002624,2025-12-03,06:00,14:00,4,False
U002625,2025-12-01,14:00,22:00,14,True
U002626,2025-11-27,14:00,22:00,3,False
U002627,2025-12-11,14:00,22:00,15,False
U002628,2025-12-10,06:00,14:00,16,True
U002629,2025-11-25,06:00,14:00,15,False
U002630,2025-11-27,22:00,06:00,13,False
U002631,2025-11-29,06:00,14:00,13,False
U002632,2025-11-24,22:00,06:00,19,False
U002633,2025-11-15,06:00,14:00,19,False
U002634,2025-12-02,14:00,22:00,11,False
U002635,2025-12-07,06:00,14:00,10,False
U002636,2025-12-01,06:00,14:00,5,False
U002637,2025-11-27,22:00,06:00,3,False
U002638,2025-11-25,06:00,14:00,3,False
U002639,2025-11-21,14:00,22:00,6,False
U002640,2025-12-12,14:00,22:00,7,False
U002641,2025-11-19,22:00,06:00,13,False
U002642,2025-11-25,06:00,14:00,2,True
U002643,2025-11-14,06:00,14:00,9,True
U002644,2025-12-12,06:00,14:00,13,True
U002645,2025-11-17,06:00,14:00,11,False
U002646,2025-12-06,06:00,14:00,13,True
U002647,2025-11-28,22:00,06:00,5,False
U002648,2025-11-21,22:00,06:00,3,True
U002649,2025-12-06,22:00,06:00,5,True
U002650,2025-12-02,14:00,22:00,17,False
U002651,2025-11-30,14:00,22:00,18,False
U002652,2025-12-12,06:00,14:00,15,False
U002653,2025-12-03,22:00,06:00,7,True
U002654,2025-11-30,06:00,14:00,7,False
U002655,2025-12-04,22:00,06:00,7,False
U002656,2025-12-07,14:00,22:00,4,False
U002657,2025-12-01,06:00,14:00,9,False
U002658,2025-12-04,22:00,06:00,15,False
U002659,2025-12-05,14:00,22:00,18,False
U002660,2025-11-28,14:00,22:00,3,False
U002661,2025-12-04,06:00,14:00,21,False
U002662,2025-12-07,22:00,06:00,2,False
U002663,2025-12-08,22:00,06:00,16,False
U002664,2025-11-27,06:00,14:00,3,False
U002665,2025-11-15,14:00,22:00,9,False
U002666,2025-12-05,22:00,06:00,2,False
U002667,2025-12-09,06:00,14:00,11,False
U002668,2025-11-16,22:00,06:00,8,False
U002669,2025-12-12,14:00,22:00,6,False
U002670,2025-11-30,06:00,14:00,9,False
U002671,2025-12-07,14:00,22:00,9,False
U002672,2025-11-29,14:00,22:00,4,False
U002673,2025-11-21,06:00,14:00,9,False
U002674,2025-11-24,14:00,22:00,11,True
U002675,2025-11-21,06:00,14:00,15,False
U002676,2025-11-27,06:00,14:00,3,True
U002677,2025-12-02,14:00,22:00,16,False
U002678,2025-11-23,06:00,14:00,14,False
U002679,2025-12-01,06:00,14:00,13,False
U002680,2025-11-16,06:00,14:00,5,False
U002681,2025-12-09,06:00,14:00,6,False
U002682,2025-12-12,14:00,22:00,14,False
U002683,2025-12-07,14:00,22:00,17,False
U002684,2025-11-21,14:00,22:00,15,False
U002685,2025-11-21,22:00,06:00,11,False
U002686,2025-11-22,14:00,22:00,14,False
U002687,2025-12-01,14:00,22:00,16,True
U002688,2025-11-22,22:00,06:00,11,False
U002689,2025-11-26,22:00,06:00,7,False
U002690,2025-12-11,22:00,06:00,4,False
U002691,2025-12-05,22:00,06:00,13,False
U002692,2025-11-16,22:00,06:00,16,False
U002693,2025-12-09,22:00,06:00,7,True
U002694,2025-11-16,06:00,14:00,13,True
U002695,2025-12-04,22:00,06:00,14,False
U002696,2025-12-11,06:00,14:00,3,False
U002697,2025-11-30,14:00,22:00,8,False
U002698,2025-11-26,14:00,22:00,13,False
U002699,2025-11-23,06:00,14:00,9,True
U002700,2025-11-21,06:00,14:00,12,False
U002701,2025-11-16,22:00,06:00,5,False
U002702,2025-11-25,22:00,06:00,8,False
U002703,2025-11-24,14:00,22:00,6,False
U002704,2025-12-06,06:00,14:00,7,False
U002705,2025-12-04,14:00,22:00,9,False
U002706,2025-12-07,14:00,22:00,11,True
U002707,2025-11-28,22:00,06:00,6,False
U002708,2025-12-09,06:00,14:00,3,False
U002709,2025-11-19,06:00,14:00,11,False
U002710,2025-12-06,22:00,06:00,6,True
U002711,2025-11-23,14:00,22:00,9,False
U002712,2025-12-08,22:00,06:00,3,False
U002713,2025-12-01,14:00,22:00,10,False
U002714,2025-11-17,06:00,14:00,10,False
U002715,2025-11-16,22:00,06:00,5,True
U002716,2025-11-25,06:00,14:00,14,False
U002717,2025-12-08,14:00,22:00,21,False
U002718,2025-11-27,14:00,22:00,3,False
U002719,2025-11-16,14:00,22:00,10,False
U002720,2025-11-21,06:00,14:00,11,False
U002721,2025-11-27,22:00,06:00,16,False
U002722,2025-11-20,14:00,22:00,14,False
U002723,2025-12-07,14:00,22:00,4,False
U002724,2025-11-14,06:00,14:00,8,False
U002725,2025-12-08,22:00,06:00,24,False
U002726,2025-11-18,06:00,14:00,11,False
U002727,2025-12-13,14:00,22:00,19,False
U002728,2025-12-02,22:00,06:00,20,False
U002729,2025-12-09,22:00,06:00,18,True
U002730,2025-12-02,22:00,06:00,13,True
U002731,2025-11-18,14:00,22:00,7,True
U002732,2025-11-23,14:00,22:00,6,True
U002733,2025-11-24,06:00,14:00,14,True
U002734,2025-12-07,22:00,06:00,7,True
U002735,2025-11-14,06:00,14:00,6,True
